author,exclusive,ingredients,master,num_tried,picture,rating,title
小花牛,False,"西葫芦,海米,葱末,胡椒粉,盐,玉米油",False,136,False,8.0,西葫芦炒海米
yanyanfoodtube,False,"西葫芦,海米,鸡蛋,蚝油,植物油,盐",True,124,True,8.2,鸡蛋海米炒西葫芦 Dried Shrimp with Zucchini
玲珑解语,True,"甘蓝,海米",True,119,True,8.1,海米甘蓝
烟火间,False,"丝瓜,葱姜,盐",True,113,True,8.0,开洋丝瓜
NZmom,False,"虾米,大米",True,116,True,8.0,虾米青菜粥
徐小熊,False,"冬瓜,蒜",False,111,False,6.7,海米冬瓜
francisbao,False,"小虾米,面粉,玉米面,小苏打,盐",False,108,True,8.3,油炸小虾米
言若,False,"冬瓜,葱,香菜,虾皮,花生油,盐,糖",False,101,False,8.0,冬瓜海米汤
AMMA,False,"青虾,葱段,姜片",False,307,True,8.5,爆炒青虾
灯芯绒,False,"海虾,葱姜",False,487,True,8.1,烤虾干
梨园晨-1,False,,False,240,True,8.6,鲜虾干贝粥
樱桃小丸子besos,False,,False,234,True,7.8,烤虾干（烤箱版）
"o(‧""""‧o",False,北极虾,False,129,True,8.2,原汁原味北极虾
简单煮意,False,"生抽,白糖,料酒,色拉油,葱段,姜丝",False,113,True,8.1,热炝北极虾
绿野仙踪olivia,False,"北极虾,蒜茸,尖椒,小红椒,盐,香油",False,114,True,8.2,蒜茸粉丝北极虾
壹的梦想,False,"皮皮虾,葱,姜,蒜,椒盐,黑胡椒粉",False,2391,True,8.0,椒盐皮皮虾
大元宝-dyb,True,"皮皮虾,姜,蒜,盐,黑胡椒粉,椒盐,葱,料酒,洋葱,小葱",False,1458,True,8.2,椒盐皮皮虾
海帕利安,False,"皮皮虾,葱段,姜丝,盐",False,990,True,8.2,清蒸皮皮虾
笑货吃货,True,"蒜蓉,盐,蚝油,酱油",False,595,True,8.3,爆炒皮皮虾
尹大C,False,"皮皮虾,盐,糖,料酒,干辣椒,麻椒,火锅底料,葱姜蒜",False,414,False,8.1,辣炒皮皮虾
May一米阳光,False,,False,330,True,8.3,无油炸版的椒盐皮皮虾和巧拨虾壳的方法
雨鸾,False,"皮皮虾,花椒,八角,盐",True,290,False,7.9,盐水皮皮虾
冇伱灬冇我,True,"皮皮虾,柠檬,姜,蒜,洋葱,红尖椒,葱,椒盐",True,186,True,8.4,椒盐皮皮虾
绿野仙踪olivia,False,"皮皮虾,葱段,蒜瓣,姜片,干辣椒,香叶,花椒,辣椒酱,盐,糖,黄酒",False,171,True,7.9,香辣皮皮虾
紫色星辰,True,,False,167,True,8.1,蒸皮皮虾
没有海边的卡卡,False,"皮皮虾,土豆,小葱,香菜,生姜,料酒,生抽,盐,胡椒",False,139,False,7.9,可能是最好吃的皮皮虾（虾姑）
月亮晶晶,False,"皮皮虾,青红椒",True,133,True,7.7,椒盐皮皮虾
兔耳厨娘,False,"食用油,盐,生抽,大蒜,生姜,虾蛄",False,121,False,7.4,快炒虾蛄（皮皮虾、赖尿虾）
琥珀maggie,True,"皮皮虾,料酒,糖,生抽,盐,干辣椒,葱姜蒜,花椒",True,113,True,8.9,豆瓣酱炒皮皮虾
